WormBaseVersion_checked,Categories,Gene Set name,number_genes,Refs,Data From,Selection_criteria,decided_by,Rawdata,Comment,
,Mutants,down by npr-1 (ky13) mutant,41,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Re-analysis (pvalue<0.01 & fold>=2),,,GSE49307,,
,Mutants,npr-1 associated by eQTL,236,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Re-analysis (fdr<0.1),,,GSE49307,,
,Mutants,UP by npr-1 (ad609) mutant,121,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Re-analysis (pvalue<0.01 & fold>=2),,,GSE49307,,
,Mutants,UP by npr-1 (ky13) mutant,60,http://www.ncbi.nlm.nih.gov/pubmed/24586193,Re-analysis (fdr<0.1),,,GSE49307,,
,Chemicals/stress,down by 1-methylnicotinamide (MNA),731,http://www.ncbi.nlm.nih.gov/pubmed/24077178,Supplementary Data Set 2,,,GSE49662,,
,Chemicals/stress,down by gei-8(ok1671) homozygous mutant,686,http://www.ncbi.nlm.nih.gov/pubmed/23484030,Supplementary Data Set 1,,,GSE49662,,
,Chemicals/stress,UP by 1-methylnicotinamide (MNA),714,http://www.ncbi.nlm.nih.gov/pubmed/24077178,Supplementary Data Set 1,,,GSE49662,,
,Chemicals/stress,UP by nicotinic acid (NA),480,http://www.ncbi.nlm.nih.gov/pubmed/24077178,Supplementary Data Set 2,,,GSE49662,,
,TF Targets,alg-3/alg-4 26G-RNA Targets,1408,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Table S1,,,GSE49672,,
,TF Targets,alg-3/alg-4 negatively regulated proteins (sperm),43,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Table S3,,,GSE49672,,
,TF Targets,alg-3/alg-4 negatively regulated targets,204,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Table S2,,,GSE49672,,
,TF Targets,alg-3/alg-4 positively regulated proteins (sperm),122,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Table S2,,,GSE49672,,
,TF Targets,alg-3/alg-4 positively regulated targets,214,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Table S1,,,GSE49672,,
,TF Targets,down by peptide (13L) isolated from cocoa,32,http://www.ncbi.nlm.nih.gov/pubmed/23675471,Table S1,,,GSE49672,,
,Mutants,down by csr-1 hypomorphic mutant,350,http://www.ncbi.nlm.nih.gov/pubmed/24681887,Supplementary Table 1,,,GSE49946,,
,Mutants,expression oscillatory during larval development,2688,http://www.ncbi.nlm.nih.gov/pubmed/24440504,Supplementary Table 1,,,GSE49946,,
,Mutants,UP by csr-1 hypomorphic mutant,521,http://www.ncbi.nlm.nih.gov/pubmed/24681887,Supplementary Table 1,,,GSE49946,,
,Mutants,UP by drh-3 (ne4253) mutant,161,http://www.ncbi.nlm.nih.gov/pubmed/24681887,Supplementary Table 1,,,GSE49946,,
,Tissue,Germline enriched,250,http://www.ncbi.nlm.nih.gov/pubmed/11030340,NA,,,GSE5,,
,Mutants,down by zip-2 RNAi on OP50,218,http://www.ncbi.nlm.nih.gov/pubmed/20133860,Table S4,,,GSE50513,,
,Mutants,UP by zip-2 RNAi on OP50,32,http://www.ncbi.nlm.nih.gov/pubmed/20133860,Table S4,,,GSE50513,,
,Tissue,absent in blastomeres compard to whole embryo,380,http://www.ncbi.nlm.nih.gov/pubmed/25487147,Supplementary Table 2,,,GSE50548,,
,Tissue,Ectoderm genes,480,http://www.ncbi.nlm.nih.gov/pubmed/25487147,Supplementary Table 4,,,GSE50548,,
,Tissue,Endoderm genes,417,http://www.ncbi.nlm.nih.gov/pubmed/25487147,Supplementary Table 4,,,GSE50548,,
,Tissue,Mesoderm genes,300,http://www.ncbi.nlm.nih.gov/pubmed/25487147,Supplementary Table 2,,,GSE50548,,
,Tissue,UP by Rifampicin,95,http://www.ncbi.nlm.nih.gov/pubmed/25720500,Supplementary Table 4,,,GSE50548,,
,Mutants,Down dpl-1 mutant,196,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,down efl-1 mutant vs. N2,182,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,Down glp-4 vs. wt Adult,2767,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,Down glp-4 vs. wt L2,148,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,Down glp-4 vs. wt L3,123,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,Down glp-4 vs. wt L4,1120,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,Down lin-35(n745) mutant,364,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Microbes,MPK-1 Signaling-Dependent,75,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Supplemental Table 1,,,GSE5069,,
,Mutants,UP efl-1(n3639) vs. N2,26,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,UP dpl-1(n3316) unc-4(e120) vs. unc-4(e120),81,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,UP glp-4 vs. wt Adult,2259,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,UP glp-4 vs. wt L2,179,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,UP glp-4 vs. wt L3,242,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,UP glp-4 vs. wt L4,1252,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",,,GSE5069,,
,Mutants,UP lin-35(n745),469,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,UP mes-4 mutant vs. N2,69,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,,,GSE5069,,
,Mutants,Common down elf-1 dpl-1 lin-35 mutant,43,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,,,GSE5071,,
,Mutants,Down efl-1/dpl-1 mutant,75,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,,,GSE5071,,
,Mutants,no pattern elf-1 dpl-1 lin-35 mutant,24,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,,,GSE5071,,
,Mutants,UP by lin-35 mutant (Chi),87,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,,,GSE5071,,
,Mutants,up variably elf-1 dpl-1 lin-35 mutant,42,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,,,GSE5071,,
WS283,DAF/Insulin/food,Up by fasting,679,https://pubmed.ncbi.nlm.nih.gov/27989925/,Table S3,foldchange >= 1.5,authors,GSE51046,,
WS283,DAF/Insulin/food,Up by fasting in a cholesterol-dependent manner,217,https://pubmed.ncbi.nlm.nih.gov/27989925/,Table S4,foldchange >= 1.5,authors,GSE51046,,
,DAF/Insulin/food,down by daf-16 mutant (Mueller),159,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05 & fold >=2),,,GSE51162,,
,DAF/Insulin/food,down by daf-2 mutant (Mueller),375,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,down by daf-2 mutant:daf-16;daf-2 vs. daf-16 (Mueller),194,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,down by daf-2; daf-16 mutant (Mueller),196,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,Chemicals/stress,down by starved (Mueller),1509,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 10,,,GSE51162,,
,Chemicals/stress,down by UV irradiation,660,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 3,,,GSE51162,,
,DAF/Insulin/food,down by UV irradiation on xpa-1 mutant,679,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 4,,,GSE51162,,
,Chemicals/stress,enriched by dsRNA-specific antibody:J2 (tdp-1(ok803) vs. wild-type),1576,http://www.ncbi.nlm.nih.gov/pubmed/25391662,Supplementary Table 2,,,GSE51162,,
,DAF/Insulin/food,UP by daf-16 mutant (Mueller),226,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,UP by daf-16 mutant:daf-16;daf-2 vs. daf-2 (Mueller),556,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,UP by daf-2 mutant (Mueller),390,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05 & fold >=2),,,GSE51162,,
,DAF/Insulin/food,UP by daf-2 mutant:daf-16;daf-2 vs. daf-16 (Mueller),258,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,UP by daf-2; daf-16 mutant (Mueller),490,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,DAF/Insulin/food,UP by starved (Mueller),1651,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 4,,,GSE51162,,
,Chemicals/stress,UP by UV irradiation,549,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 2,,,GSE51162,,
,Chemicals/stress,UP by UV irradiation on xpa-1 mutant,899,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 3,,,GSE51162,,
,DAF/Insulin/food,"UP by UV irradiation, daf-2/daf-16 dependent",493,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Re-analysis(fdr <0.05),,,GSE51162,,
,Development/Dauer/Aging,"down by lin-35(n745), starved L1",516,http://www.ncbi.nlm.nih.gov/pubmed/23664972,File S2,,,GSE51502,,
,Mutants,L4 peak genes (highly express in L4),744,http://www.ncbi.nlm.nih.gov/pubmed/24569038,Table S1,,,GSE51502,,
,Mutants,UP by bar-1 (activated),105,http://www.ncbi.nlm.nih.gov/pubmed/24569038,Table S1,,,GSE51502,,
,Other,tra-1 targets,177,http://www.ncbi.nlm.nih.gov/pubmed/24046365,Table S2,,,GSE51691,,
,Other,UP by male in hermaphrodites,312,http://www.ncbi.nlm.nih.gov/pubmed/24292626,Table S2,,,GSE51691,,
,Mutants,down by 2-deoxy-D-glucose (DOG),77,http://www.ncbi.nlm.nih.gov/pubmed/24204961,Re-analysis (fdr<0.05),,,GSE52064,,
,Mutants,down by lin-54 mutant (germline),429,http://www.ncbi.nlm.nih.gov/pubmed/24281426,Re-analysis (fdr<0.05),,,GSE52064,,
,Mutants,down by mes-4 mutant (germline),264,http://www.ncbi.nlm.nih.gov/pubmed/24281426,Re-analysis (fdr<0.05),,,GSE52064,,
,Mutants,UP by lin-54 mutant (germline),179,http://www.ncbi.nlm.nih.gov/pubmed/24281426,Re-analysis (fdr<0.05),,,GSE52064,,
,Mutants,UP by lin-54;mes-4 mutant (germline),339,http://www.ncbi.nlm.nih.gov/pubmed/24281426,Re-analysis (fdr<0.05),,,GSE52064,,
,Mutants,UP by mes-4 mutant (germline),573,http://www.ncbi.nlm.nih.gov/pubmed/24281426,Re-analysis (fdr<0.05),,,GSE52064,,
,TF Targets,down in sleep vs. wake,189,http://www.ncbi.nlm.nih.gov/pubmed/25409030,Table S2,,,GSE52102,,
,TF Targets,"eap-1 targets G0 (spr-5 mutant, generation 0)",5506,http://www.ncbi.nlm.nih.gov/pubmed/24685137,Table S2,,,GSE52102,,
,DAF/Insulin/food,down by daf-16;daf-2;rsks-1 mutant,505,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,down by daf-2 mutant (Chen),1095,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,down by daf-2:rsks-1 mutant,1249,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,down by lem-2(tm1582) mutant,8,http://www.ncbi.nlm.nih.gov/pubmed/24490688,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,DAF/Insulin/food,down by rsks-1 mutant,433,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,DAF/Insulin/food,UP by daf-16 mutant under daf-2;rsks-1 mutant,1171,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,UP by daf-16;daf-2;rsks-1 mutant,469,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,DAF/Insulin/food,UP by daf-2 mutant (Chen),772,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,UP by daf-2:rsks-1 mutant,1077,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,Mutants,UP by rsks-1 mutant,165,http://www.ncbi.nlm.nih.gov/pubmed/24332851,Re-analysis (fdr<0.05 & fold>=2),,,GSE52340,,
,TF Targets,putative Wnt targets from seam cells and VPCs,239,http://www.ncbi.nlm.nih.gov/pubmed/26048561,Table S1,,,GSE52747,,
,Other,Genes with Antisense Small RNAs Enriched by FLAG::csr-1 IP,5557,http://www.ncbi.nlm.nih.gov/pubmed/24360276,Supplemental Table 2,,,GSE52785,,
,Other,inactivations enhance exogenous RNAi,70,http://www.ncbi.nlm.nih.gov/pubmed/24352423,Supplemental Table 4,,,GSE52785,,
,Development/Dauer/Aging,down by D-glucosamine,35,http://www.ncbi.nlm.nih.gov/pubmed/24714520,Table S1,,,GSE52864,,
,Development/Dauer/Aging,expression rising during larval development,2038,http://www.ncbi.nlm.nih.gov/pubmed/24440504,Table S1,,,GSE52864,,
,Mutants,down by oga-1 (ok1207) mutant,502,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Mutants,down by ogt-1 (ok1474) mutant,338,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Microbes,down by pmk-1 (km25) (Bond),851,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Microbes,down by S. aureus (Bond),292,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Mutants,UP by lake water (August),113,http://www.ncbi.nlm.nih.gov/pubmed/25994267,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Mutants,UP by oga-1 (ok1207) mutant,127,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Mutants,UP by ogt-1 (ok1474) mutant,142,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Microbes,UP by P. aeruginosa (Bond),259,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Mutants,UP by pmk-1 (km25) (Bond),238,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Microbes,UP by S. aureus (Bond),484,http://www.ncbi.nlm.nih.gov/pubmed/25474640,DataSet S1 (fold>=2 & pvalue <0.01),,,GSE53732,,
,Other,"potential plasticity regulators, Significant QTL or Interaction effect at transband,with annotation",18,http://www.ncbi.nlm.nih.gov/pubmed/17196041,Supp table S4 ,,,GSE5395,,
,Other,"potential plasticity regulators, Significant QTL or Interaction effect at transband,without annotation",25,http://www.ncbi.nlm.nih.gov/pubmed/17196041,Supp table S4 ,,,GSE5395,,
,Other,"potential plasticity regulators, Without Significant QTL or Interaction effect at transband,with annotation",438,http://www.ncbi.nlm.nih.gov/pubmed/17196041,Supp table S4 ,,,GSE5395,,
,Other,"potential plasticity regulators, Without Significant QTL or Interaction effect at transband,without annotation",311,http://www.ncbi.nlm.nih.gov/pubmed/17196041,Supp table S4 ,,,GSE5395,,
,Chemicals/stress,UP by Tetracycline vs. S. enterica SL2048 at 120h (Recovery after infection),70,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S1,,,GSE54011,,
,Chemicals/stress,UP by Toxic-Se (selenium),181,http://www.ncbi.nlm.nih.gov/pubmed/24971995,Table S3,,,GSE54011,,
,Mutants,down by 0.1mM paraquat,2121,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Re-analysis (fdr<0.05 & fold>=2),,,GSE54024,,
,Mutants,down by bar-1 (activated),62,http://www.ncbi.nlm.nih.gov/pubmed/24569038,Table S1,,,GSE54024,,
,Chemicals/stress,down by isp-1 mutant,1741,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,,,GSE54024,,
,Mutants,down by nuo-6 mutant,2268,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,,,GSE54024,,
,Chemicals/stress,UP by 0.1mM paraquat,3264,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,,,GSE54024,,
,Mutants,UP by ced-4(n1162) mutant,468,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Re-analysis (fdr<0.05 & fold>=2),,,GSE54024,,
,Mutants,UP by isp-1 mutant,1817,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,,,GSE54024,,
,Mutants,UP by nuo-6 mutant,2435,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Table S1,,,GSE54024,,
,Mutants,down by elt-2 RNAi under Hypoxia,101,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE supp data,,,GSE54030,,
,Chemicals/stress,down by Hypoxia,11,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE supp data,,,GSE54030,,
,Mutants,UP by elt-2 RNAi under Hypoxia,13,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE supp data,,,GSE54030,,
,Mutants,UP by Hypoxia,52,http://www.ncbi.nlm.nih.gov/pubmed/25284791,GSE supp data,,,GSE54030,,
,Chemicals/stress,UP by wdr-5 mutant,455,http://www.ncbi.nlm.nih.gov/pubmed/25310986,GSE supp data,,,GSE54030,,
,Chemicals/stress,down by vitamin C,193,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S5,,,GSE54173,,
,Chemicals/stress,down by vitamin C under wrn-1 mutant,139,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S4,,,GSE54173,,
,Mutants,down by wrn-1 mutant,907,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S3,,,GSE54173,,
,Mutants,UP by Tyrosol,196,http://www.ncbi.nlm.nih.gov/pubmed/25804201,Table S3,,,GSE54173,,
,Chemicals/stress,UP by vitamin C under wrn-1 mutant,172,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S5,,,GSE54173,,
,Chemicals/stress,UP by wrn-1 mutant,615,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S4,,,GSE54173,,
,Microbes,down by elt-2 RNAi under Normoxia,59,http://www.ncbi.nlm.nih.gov/pubmed/25284791,Table S1 (fold >=2 at all time points),,,GSE54212,,
,Chemicals/stress,down by S. enterica SL2048 under fer-1 mutant,930,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,,,GSE54212,,
,Chemicals/stress,down by Tetracycline vs. S. enterica SL2048 at 120h (Recovery after infection),57,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,,,GSE54212,,
,Chemicals/stress,down by Tetracycline vs. S. enterica SL2048 at 96h (Recovery after infection),125,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,,,GSE54212,,
,Microbes,UP by S. enterica SL2048 under fer-1 mutant,705,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S1 (fold >=2 at all time points),,,GSE54212,,
,Chemicals/stress,UP by Tetracycline vs. S. enterica SL2048 at 96h (Recovery after infection),115,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,,,GSE54212,,
,TF Targets,Pol II Docking and Pausing during starvation,775,http://www.ncbi.nlm.nih.gov/pubmed/24485661,Table S2,,,GSE54320,,
,TF Targets,gld-1 iPAR-CLIP targets,433,http://www.ncbi.nlm.nih.gov/pubmed/22152485,Supplementary File 1,,,GSE54518,,
,TF Targets,oma-1 associated mRNAs,1101,http://www.ncbi.nlm.nih.gov/pubmed/25261697,Supplementary File 2,,,GSE54518,,
,Mutants,UP by mes-4 mutant,64,http://www.ncbi.nlm.nih.gov/pubmed/16968818,Table S2,,,GSE5454,,
,Chemicals/stress,down by blmp-1(tm548) mutant,303,http://www.ncbi.nlm.nih.gov/pubmed/24613396,Supplementary Data 3,,,GSE54853,,
,Chemicals/stress,UP by D-glucosamine,1225,http://www.ncbi.nlm.nih.gov/pubmed/24714520,Supplementary Data 3,,,GSE54853,,
,Mutants,down by nhr-62; eat-2 mutants,423,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Table S2,,,GSE55225,,
,Mutants,UP by blmp-1(tm548) mutant,325,http://www.ncbi.nlm.nih.gov/pubmed/24613396,Table S2,,,GSE55225,,
WS283,Microbes,Upregulated by P. aeruginosa PA14 in liquid,167,https://pubmed.ncbi.nlm.nih.gov/28662060/,S1 Table,foldchange >= 2,authors,GSE55422,,
WS283,Microbes,Upregulated by P. aeruginosa PA14 on Slow Killing plates,158,https://pubmed.ncbi.nlm.nih.gov/28662060/,S1 Table,foldchange >= 2,authors,GSE55422,,
WS283,Chemicals/stress,Upregulated in Phenanthroline,598,https://pubmed.ncbi.nlm.nih.gov/28662060/,S4 Table,foldchange >= 2,authors,GSE55422,,
,Microbes,Confirmed infected by PA14 in spe-26 mutant,26,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table3,,,GSE5584,,
,Microbes,Confirmed infected by PA14 in wildtype,26,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table3,,,GSE5584,,
,Microbes,PA14 Infection induced,195,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table2,,,GSE5584,,
,Microbes,PA14 Infection repressed,34,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table2,,,GSE5584,,
,Microbes,response to PA14,20,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table4,,,GSE5584,,
,Mutants,down by eat-2 mutant,166,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.1),,,GSE55988,,
,Mutants,down by nhr-25 RNAi,317,http://www.ncbi.nlm.nih.gov/pubmed/24651852,Table S4,,,GSE55988,,
,Mutants,down by nhr-62 mutant,43,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),,,GSE55988,,
,Mutants,down by nhr-62 mutant under eat-2 mutant,669,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),,,GSE55988,,
,Mutants,UP by eat-2 mutant,1723,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Table S4,,,GSE55988,,
,Mutants,UP by nhr-62 mutant,11,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.1),,,GSE55988,,
,Mutants,UP by nhr-62 mutant under eat-2 mutant,323,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),,,GSE55988,,
,Mutants,UP by nhr-62; eat-2 mutants,643,http://www.ncbi.nlm.nih.gov/pubmed/23935515,Re-analysis (fdr<0.05),,,GSE55988,,
,Chemicals/stress,down by daf-16 mutant:daf-16;daf-2 vs. daf-2 (Mueller),806,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary material 1,,,GSE57664,,
,Microbes,UP by S. aureus (Visvikis),822,http://www.ncbi.nlm.nih.gov/pubmed/24882217,Table S2,,,GSE57739,,
,Microbes,"UP by S. aureus, dependent on hlh-30 (Visvikis)",634,http://www.ncbi.nlm.nih.gov/pubmed/24882217,Table S3,,,GSE57739,,
,DAF/Insulin/food,Down daf-2 vs. daf-2;pmk-1,47,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S2,,,GSE5793,,
,Microbes,Down PA14 vs. OP50,121,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S4,,,GSE5793,,
,Microbes,Down when exposed to gacA mutant vs. wildtype PA14,82,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S5,,,GSE5793,,
,Mutants,UP glp-4 vs. glp-4;sek-1,94,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S3,,,GSE5793,,
,DAF/Insulin/food,UP daf-2 vs daf-2;pmk-1,86,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S2,,,GSE5793,,
,Microbes,UP exposed to gacA Mutant vs. Wild-Type P. aeruginosa Strain PA14,196,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S5,,,GSE5793,,
,Microbes,UP PMK-1 and confirmed for resistance to PA14,38,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S6,,,GSE5793,,
,Microbes,UP to PA14,258,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S4,,,GSE5793,,
,Mutants,down by gld-2 RNAi,571,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57993,Re-analysis(fold>=2 & fdr <0.01),,,GSE57993,,
,Mutants,down by gld-3 RNAi,134,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57993,Re-analysis(fold>=2 & fdr <0.01),,,GSE57993,,
,Mutants,down by mex-5 RNAi,382,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57993,Re-analysis(fold>=2 & fdr <0.01),,,GSE57993,,
,Mutants,down by pos-1 RNAi,256,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57993,Re-analysis(fold>=2 & fdr <0.01),,,GSE57993,,
,Mutants,"down by tut-1 mutant, L4, ribosome",61,http://www.ncbi.nlm.nih.gov/pubmed/26052047,Re-analysis(fold>=2 & fdr <0.01),,,GSE57993,,
